    0.00    0.00
   12.99    7.45
   25.98   14.80
   38.97   22.06
   51.96   29.22
   64.95   36.27
   77.94   43.23
   90.93   50.10
  103.92   56.86
  116.91   63.53
  129.90   70.09
  142.89   76.56
  155.88   82.94
  168.87   89.21
  181.87   95.39
  194.86  101.46
  207.85  107.44
  220.84  113.32
  233.83  119.11
  246.82  124.79
  259.81  130.38
  272.80  135.87
  285.79  141.26
  298.78  146.55
  311.77  151.75
  324.76  156.84
  337.75  161.84
  350.74  166.74
  363.73  171.54
  376.72  176.25
  389.71  180.85
  402.70  185.36
  415.69  189.77
  428.68  194.08
  441.67  198.30
  454.66  202.41
  467.65  206.43
  480.64  210.35
  493.63  214.17
  506.63  217.89
  519.62  221.52
  532.61  225.05
  545.60  228.48
  558.59  231.81
  571.58  235.04
  584.57  238.17
  597.56  241.21
  610.55  244.15
  623.54  246.99
  636.53  249.73
  649.52  252.37
  662.51  254.92
  675.50  257.37
  688.49  259.72
  701.48  261.97
  714.47  264.12
  727.46  266.18
  740.45  268.14
  753.44  270.00
  766.43  271.76
  779.42  273.42
  792.41  274.98
  805.40  276.45
  818.39  277.82
  831.38  279.09
  844.37  280.26
  857.36  281.34
  870.36  282.31
  883.35  283.19
  896.34  283.97
  909.33  284.65
  922.32  285.24
  935.31  285.72
  948.30  286.11
  961.29  286.40
  974.28  286.59
  987.27  286.69
 1000.26  286.68
 1013.25  286.58
 1026.24  286.38
 1039.23  286.08
 1052.22  285.68
 1065.21  285.19
 1078.20  284.59
 1091.19  283.90
 1104.18  283.11
 1117.17  282.23
 1130.16  281.24
 1143.15  280.16
 1156.14  278.97
 1169.13  277.70
 1182.12  276.32
 1195.11  274.84
 1208.10  273.27
 1221.09  271.59
 1234.09  269.82
 1247.08  267.96
 1260.07  265.99
 1273.06  263.92
 1286.05  261.76
 1299.04  259.50
 1312.03  257.14
 1325.02  254.68
 1338.01  252.13
 1351.00  249.48
 1363.99  246.72
 1376.98  243.87
 1389.97  240.93
 1402.96  237.88
 1415.95  234.74
 1428.94  231.49
 1441.93  228.15
 1454.92  224.72
 1467.91  221.18
 1480.90  217.55
 1493.89  213.81
 1506.88  209.98
 1519.87  206.05
 1532.86  202.03
 1545.85  197.90
 1558.84  193.68
 1571.83  189.36
 1584.82  184.94
 1597.82  180.42
 1610.81  175.81
 1623.80  171.09
 1636.79  166.28
 1649.78  161.37
 1662.77  156.36
 1675.76  151.26
 1688.75  146.05
 1701.74  140.75
 1714.73  135.35
 1727.72  129.85
 1740.71  124.26
 1753.70  118.56
 1766.69  112.77
 1779.68  106.88
 1792.67  100.89
 1805.66   94.80
 1818.65   88.62
 1831.64   82.34
 1844.63   75.96
 1857.62   69.48
 1870.61   62.90
 1883.60   56.22
 1896.59   49.45
 1909.58   42.58
 1922.57   35.61
 1935.56   28.54
 1948.55   21.37
 1961.55   14.11
 1974.54    6.75
