    0.00    0.00
    3.70    6.33
    7.30   12.33
   10.80   18.05
   14.21   23.50
   17.53   28.71
   20.78   33.69
   23.94   38.46
   27.03   43.04
   30.06   47.44
   33.01   51.68
   35.90   55.75
   38.73   59.68
   41.49   63.47
   44.21   67.13
   46.86   70.67
   49.47   74.09
   52.03   77.40
   54.53   80.60
   56.99   83.71
   59.41   86.71
   61.78   89.63
   64.11   92.46
   66.41   95.20
   68.66   97.87
   70.87  100.46
   73.05  102.97
   75.20  105.41
   77.31  107.79
   79.38  110.10
   81.43  112.34
   83.44  114.52
   85.43  116.65
   87.38  118.71
   89.31  120.72
   91.21  122.68
   93.08  124.58
   94.93  126.43
   96.75  128.23
   98.55  129.98
  100.32  131.69
  102.07  133.35
  103.80  134.96
  105.51  136.53
  107.19  138.06
  108.85  139.55
  110.50  140.99
  112.12  142.40
  113.72  143.76
  115.31  145.09
  116.87  146.38
  118.42  147.64
  119.95  148.85
  121.46  150.04
  122.96  151.18
  124.44  152.30
  125.90  153.37
  127.35  154.42
  128.78  155.43
  130.20  156.42
  131.60  157.37
  132.99  158.28
  134.36  159.17
  135.72  160.03
  137.07  160.86
  138.40  161.66
  139.72  162.42
  141.02  163.16
  142.32  163.87
  143.60  164.56
  144.87  165.21
  146.13  165.84
  147.37  166.44
  148.61  167.01
  149.83  167.56
  151.04  168.08
  152.24  168.57
  153.43  169.04
  154.61  169.48
  155.78  169.89
  156.94  170.28
  158.09  170.64
  159.23  170.98
  160.36  171.29
  161.48  171.58
  162.60  171.84
  163.70  172.08
  164.79  172.29
  165.88  172.47
  166.95  172.64
  168.02  172.77
  169.08  172.88
  170.13  172.97
  171.17  173.04
  172.21  173.07
  173.23  173.09
  174.25  173.08
  175.26  173.04
  176.27  172.98
  177.26  172.90
  178.25  172.79
  179.24  172.66
  180.21  172.50
  181.18  172.32
  182.14  172.11
  183.09  171.88
  184.04  171.62
  184.98  171.34
  185.91  171.03
  186.84  170.70
  187.76  170.34
  188.68  169.96
  189.59  169.55
  190.49  169.12
  191.39  168.65
  192.28  168.17
  193.16  167.66
  194.04  167.12
  194.91  166.55
  195.78  165.96
  196.64  165.34
  197.50  164.69
  198.35  164.01
  199.20  163.31
  200.04  162.58
  200.87  161.82
  201.70  161.03
  202.53  160.22
  203.35  159.37
  204.16  158.49
  204.97  157.58
  205.78  156.65
  206.58  155.68
  207.38  154.68
  208.17  153.65
  208.95  152.58
  209.74  151.49
  210.51  150.35
  211.29  149.19
  212.06  147.99
  212.82  146.76
  213.58  145.49
  214.34  144.18
  215.09  142.84
  215.83  141.45
  216.58  140.03
  217.32  138.58
  218.05  137.08
  218.78  135.53
  219.51  133.95
  220.23  132.33
  220.95  130.66
  221.67  128.94
  222.38  127.18
  223.09  125.37
  223.79  123.51
  224.49  121.61
  225.19  119.65
  225.88  117.63
  226.57  115.57
  227.26  113.45
  227.94  111.27
  228.62  109.03
  229.30  106.73
  229.97  104.36
  230.64  101.93
  231.31   99.43
  231.97   96.86
  232.63   94.22
  233.29   91.50
  233.94   88.70
  234.59   85.82
  235.24   82.86
  235.88   79.80
  236.52   76.65
  237.16   73.41
  237.79   70.06
  238.42   66.60
  239.05   63.03
  239.68   59.34
  240.30   55.53
  240.92   51.59
  241.54   47.50
  242.15   43.27
  242.77   38.88
  243.38   34.33
  243.98   29.59
  244.58   24.67
  245.19   19.54
  245.78   14.20
  246.38    8.62
  246.97    2.78
