          14 -0.155000001    
          44 -0.128999993    
          67 -0.133000001    
          92 -0.114000000    
         117  -8.10000002E-02
         142  -9.00000036E-02
         166  -8.29999968E-02
         191 -0.123000003    
         215  -9.00000036E-02
         240 -0.111000001    
         240 -0.111000001    
         288 -0.116999999    
         289 -0.122000001    
         336 -0.135000005    
         338 -0.141000003    
         384 -0.134000003    
         387 -0.143000007    
         432 -0.181999996    
         436 -0.196999997    
         480 -0.209000006    
         486 -0.225999996    
         528 -0.194000006    
         534 -0.214000002    
         576 -0.241999999    
         585 -0.259999990    
         607 -0.275999993    
         634 -0.223000005    
         661 -0.250999987    
         680 -0.259000003    
         715 -0.165000007    
         735 -0.209000006    
         763  -6.19999990E-02
         785  -6.19999990E-02
         811  -2.09999997E-02
         836   1.30000003E-02
         861  -6.00000005E-03
         885   2.19999999E-02
         910  -1.79999992E-02
         935   8.99999961E-03
         960  -4.69999984E-02
         960  -4.69999984E-02
        1008  -6.30000010E-02
        1008  -6.30000010E-02
        1054  -7.00000022E-03
        1057  -1.09999999E-02
        1104   4.89999987E-02
        1107   3.70000005E-02
        1152   1.89999994E-02
        1158   1.00000005E-03
        1200  -9.99999978E-03
        1207  -2.89999992E-02
        1248  -3.99999991E-02
        1257  -5.90000004E-02
        1296  -2.99999993E-02
        1308  -6.49999976E-02
        1344  -2.70000007E-02
        1359  -8.39999989E-02
        1387  -3.40000018E-02
        1408  -6.49999976E-02
        1435  -3.20000015E-02
        1458  -8.99999961E-03
        1484  -3.90000008E-02
        1508  -8.99999961E-03
        1534  -6.59999996E-02
        1558  -5.40000014E-02
        1579  -9.20000002E-02
        1607  -2.70000007E-02
        1632  -4.80000004E-02
        1632  -4.80000004E-02
        1680  -2.30000000E-02
        1704 -0.308999985    
        1728 -0.405000001    
        1729 -0.412000000    
        1776 -0.451000005    
        1778 -0.455000013    
        1824 -0.455000013    
        1827 -0.465999991    
        1872 -0.467000008    
        1877 -0.493000001    
        1906 -0.411000013    
        1920 -0.381999999    
        1968 -0.428999990    
        1975 -0.446999997    
        2016 -0.490000010    
        2025 -0.501999974    
        2052 -0.523999989    
        2075 -0.529999971    
        2101 -0.574999988    
        2126 -0.598999977    
        2147 -0.625999987    
        2173 -0.588000000    
        2197 -0.589999974    
        2226 -0.328999996    
        2253 -0.412000000    
        2277 -0.308999985    
        2302 -0.360000014    
        2327 -0.287000000    
        2352 -0.342000008    
        2352 -0.342000008    
        2400 -0.379999995    
        2401 -0.384000003    
        2448 -0.377000004    
        2450 -0.384999990    
        2493 -0.305999994    
        2498 -0.317999989    
        2543 -0.284000009    
        2549 -0.298999995    
        2592 -0.321000010    
        2599 -0.340999991    
        2640 -0.328000009    
        2648 -0.370999992    
        2688 -0.345999986    
        2699 -0.367000014    
        2736 -0.349999994    
        2748 -0.404000014    
        2774 -0.463000000    
        2795 -0.474000007    
        2818 -0.479999989    
        2852 -0.367000014    
        2876 -0.463000000    
        2902 -0.300999999    
        2924 -0.409999996    
        2952 -0.291999996    
        2976 -0.409999996    
        2976 -0.409999996    
        3024 -0.400999993    
        3024 -0.400999993    
        3072 -0.375999987    
        3073 -0.381999999    
        3120 -0.404000014    
        3122 -0.414000005    
        3168 -0.437999994    
        3170 -0.453000009    
        3216 -0.477999985    
        3220 -0.497000009    
        3264 -0.418000013    
        3269 -0.432999998    
        3312 -0.391999990    
        3317 -0.405999988    
        3360 -0.358000010    
        3367 -0.386000007    
        3408 -0.395999998    
        3415 -0.418000013    
        3456 -0.486000001    
        3463 -0.499000013    
        3494 -0.532000005    
        3515 -0.545000017    
        3543 -0.564999998    
        3564 -0.560000002    
        3579 -0.549000025    
        3617 -0.294000000    
        3643 -0.416000009    
        3667 -0.193000004    
        3693 -0.279000014    
        3718 -0.126000002    
        3743 -0.194999993    
        3768 -0.108000003    
        3792 -0.177000001    
        3793 -0.181999996    
        3840 -0.145999998    
        3842 -0.150999993    
        3888 -0.130999997    
        3891 -0.147000000    
        3936 -0.148000002    
        3941 -0.164000005    
        3966 -0.172000006    
        3990 -0.171000004    
        4032 -0.158999994    
        4040 -0.178000003    
        4080 -0.187000006    
        4086 -0.214000002    
        4128 -0.263000011    
        4140 -0.291999996    
        4165 -0.337000012    
        4188 -0.358000010    
        4209 -0.395000011    
        4248 -0.300999999    
        4261 -0.368000001    
        4296 -0.177000001    
        4318 -0.294999987    
        4344 -0.194000006    
        4367 -0.259000003    
        4368 -0.250000000    
        4416 -0.231999993    
        4416 -0.231999993    
        4464 -0.246000007    
        4465 -0.248999998    
        4512 -0.257999986    
        4514 -0.264999986    
        4560 -0.259999990    
        4562 -0.268999994    
        4608 -0.227500007    
        4612 -0.238499999    
        4656 -0.205500007    
        4660 -0.221000001    
        4704 -0.204999998    
        4709 -0.225999996    
        4752 -0.194499999    
        4759 -0.224999994    
        4800 -0.224000007    
        4807 -0.266499996    
        4848 -0.300999999    
        4856 -0.328999996    
        4881 -0.332500011    
        4905 -0.323500007    
        4929 -0.331000000    
        4956 -0.342500001    
        4985 -0.399500012    
        5016 -0.293000013    
        5034 -0.418500006    
        5061 -0.165999994    
        5085 -0.280000001    
        5110 -0.128999993    
        5134 -0.206499994    
        5159 -0.121500000    
        5184 -0.185000002    
        5184 -0.185000002    
        5232 -0.160999998    
        5233 -0.164000005    
        5280 -0.141000003    
        5283 -0.145999998    
        5308 -0.107000001    
        5331 -0.101000004    
        5376 -0.114000000    
        5382 -0.140499994    
        5408 -0.160999998    
        5431 -0.138999999    
        5472 -0.165500000    
        5496 -0.195999995    
        5507 -0.255499989    
        5544 -0.273999989    
        5560 -0.338000000    
        5575 -0.320499986    
        5605 -0.340999991    
        5630 -0.326000005    
        5658 -0.235499993    
        5688 -0.192000002    
        5708 -0.275999993    
        5712  -6.70000017E-02
        5758 -0.185000002    
        5760  -5.70000000E-02
        5806 -0.130999997    
        5808 -0.129500002    
        5856 -0.131999999    
        5856 -0.131999999    
        5903 -0.130500004    
        5905 -0.134499997    
        5952  -8.55000019E-02
        5954  -9.39999968E-02
        6000  -4.80000004E-02
        6002  -6.40000030E-02
        6028  -4.14999984E-02
        6052  -4.94999997E-02
        6077  -4.85000014E-02
        6100  -6.54999986E-02
        6126  -7.34999999E-02
        6150  -8.04999992E-02
        6175 -0.105999999    
        6198  -8.95000026E-02
        6240 -0.104500003    
        6264 -0.155499995    
        6288 -0.216999993    
        6296 -0.246999994    
        6324 -0.310499996    
        6347 -0.287000000    
        6373 -0.326999992    
        6408 -0.173500001    
        6426 -0.280000001    
        6454  -4.89999987E-02
        6476 -0.158000007    
        6502  -2.95000002E-02
        6526 -0.101000004    
        6551  -2.15000007E-02
        6576  -9.39999968E-02
        6576  -9.39999968E-02
        6624  -4.05000001E-02
        6648  -5.00000007E-02
        6649  -5.99999987E-02
        6674  -2.99999993E-02
        6720  -1.99999996E-02
        6722  -2.99999993E-02
        6748  -7.00000003E-02
        6773  -7.00000003E-02
        6797 -0.100000001    
        6822  -9.00000036E-02
        6847 -0.109999999    
        6888 -0.150000006    
        6898 -0.219999999    
        6936 -0.270000011    
        6946 -0.319999993    
        6971 -0.310000002    
        6994 -0.340000004    
        7021 -0.330000013    
        7039 -0.370000005    
        7069 -0.330000013    
        7091 -0.389999986    
        7128 -0.280000001    
        7143 -0.379999995    
        7174 -0.109999999    
        7195 -0.230000004    
        7224 -0.129999995    
        7246 -0.209999993    
        7248 -0.200000003    
        7296 -0.100000001    
        7296 -0.100000001    
        7344  -9.00000036E-02
        7344  -9.00000036E-02
        7370  -7.00000003E-02
        7416 -0.109999999    
        7440 -0.170000002    
        7441 -0.180000007    
        7466 -0.150000006    
        7491 -0.109999999    
        7516 -0.100000001    
        7541  -7.99999982E-02
        7566 -0.129999995    
        7591 -0.129999995    
        7615 -0.180000007    
        7655 -0.170000002    
        7656 -0.170000002    
