          14 -0.155000001    
          67 -0.133000001    
         142  -9.00000036E-02
         191 -0.123000003    
         240 -0.111000001    
         288 -0.116999999    
         336 -0.135000005    
         338 -0.141000003    
         432 -0.181999996    
         480 -0.209000006    
         486 -0.225999996    
         576 -0.241999999    
         607 -0.275999993    
         661 -0.250999987    
         680 -0.259000003    
         735 -0.209000006    
         785  -6.19999990E-02
         861  -6.00000005E-03
         910  -1.79999992E-02
         960  -4.69999984E-02
        1008  -6.30000010E-02
        1008  -6.30000010E-02
        1057  -1.09999999E-02
        1152   1.89999994E-02
        1200  -9.99999978E-03
        1248  -3.99999991E-02
        1257  -5.90000004E-02
        1308  -6.49999976E-02
        1359  -8.39999989E-02
        1408  -6.49999976E-02
        1484  -3.90000008E-02
        1534  -6.59999996E-02
        1579  -9.20000002E-02
        1632  -4.80000004E-02
        1632  -4.80000004E-02
        1728 -0.405000001    
        1776 -0.451000005    
        1778 -0.455000013    
        1872 -0.467000008    
        1877 -0.493000001    
        1968 -0.428999990    
        2016 -0.490000010    
        2052 -0.523999989    
        2101 -0.574999988    
        2147 -0.625999987    
        2197 -0.589999974    
        2253 -0.412000000    
        2302 -0.360000014    
        2352 -0.342000008    
        2400 -0.379999995    
        2401 -0.384000003    
        2450 -0.384999990    
        2498 -0.317999989    
        2592 -0.321000010    
        2599 -0.340999991    
        2648 -0.370999992    
        2699 -0.367000014    
        2774 -0.463000000    
        2818 -0.479999989    
        2876 -0.463000000    
        2924 -0.409999996    
        2976 -0.409999996    
        2976 -0.409999996    
        3024 -0.400999993    
        3120 -0.404000014    
        3168 -0.437999994    
        3216 -0.477999985    
        3220 -0.497000009    
        3269 -0.432999998    
        3317 -0.405999988    
        3408 -0.395999998    
        3456 -0.486000001    
        3494 -0.532000005    
        3543 -0.564999998    
        3564 -0.560000002    
        3643 -0.416000009    
        3693 -0.279000014    
        3743 -0.194999993    
        3792 -0.177000001    
        3793 -0.181999996    
        3842 -0.150999993    
        3936 -0.148000002    
        3966 -0.172000006    
        3990 -0.171000004    
        4080 -0.187000006    
        4128 -0.263000011    
        4165 -0.337000012    
        4209 -0.395000011    
        4261 -0.368000001    
        4318 -0.294999987    
        4367 -0.259000003    
        4368 -0.250000000    
        4464 -0.246000007    
        4512 -0.257999986    
        4514 -0.264999986    
        4562 -0.268999994    
        4612 -0.238499999    
        4660 -0.221000001    
        4709 -0.225999996    
        4759 -0.224999994    
        4848 -0.300999999    
        4881 -0.332500011    
        4929 -0.331000000    
        4985 -0.399500012    
        5034 -0.418500006    
        5085 -0.280000001    
        5134 -0.206499994    
        5184 -0.185000002    
        5184 -0.185000002    
        5233 -0.164000005    
        5283 -0.145999998    
        5376 -0.114000000    
        5408 -0.160999998    
        5472 -0.165500000    
        5507 -0.255499989    
        5560 -0.338000000    
        5605 -0.340999991    
        5630 -0.326000005    
        5708 -0.275999993    
        5758 -0.185000002    
        5806 -0.130999997    
        5856 -0.131999999    
        5856 -0.131999999    
        5905 -0.134499997    
        5954  -9.39999968E-02
        6002  -6.40000030E-02
        6052  -4.94999997E-02
        6126  -7.34999999E-02
        6175 -0.105999999    
        6240 -0.104500003    
        6288 -0.216999993    
        6324 -0.310499996    
        6373 -0.326999992    
        6426 -0.280000001    
        6476 -0.158000007    
        6526 -0.101000004    
        6576  -9.39999968E-02
        6576  -9.39999968E-02
        6649  -5.99999987E-02
        6674  -2.99999993E-02
        6748  -7.00000003E-02
        6797 -0.100000001    
        6847 -0.109999999    
        6898 -0.219999999    
        6946 -0.319999993    
        6994 -0.340000004    
        7039 -0.370000005    
        7091 -0.389999986    
        7143 -0.379999995    
        7195 -0.230000004    
        7246 -0.209999993    
        7248 -0.200000003    
        7296 -0.100000001    
        7344  -9.00000036E-02
        7440 -0.170000002    
        7441 -0.180000007    
        7491 -0.109999999    
        7566 -0.129999995    
        7615 -0.180000007    
        7655 -0.170000002    
