2,-0.097,286
3,-0.104,286
4,-0.109,286
5,0.903,286
6,0.896,286
7,0.891,286
8,1.903,286
9,1.896,286
10,1.891,286
11,2.903,286
12,2.896,286
13,2.891,286
14,3.903,286
15,3.896,286
16,3.891,286
17,4.903,286
18,4.896,286
19,4.891,286
20,5.903,286
21,5.896,286
22,5.891,286
23,6.903,286
24,6.896,286
25,6.891,286
26,7.903,286
27,7.896,286
28,7.891,286
29,8.903,286
30,8.896,286
31,8.891,286
32,9.903,286
33,9.896,286
34,9.891,286
35,10.903,286
36,10.896,286
37,10.891,286
38,11.903,286
39,11.896,286
40,11.891,286
41,12.903,286
42,12.896,286
43,12.891,286
44,13.903,286
45,13.896,286
46,13.891,286
47,14.903,286
48,14.896,286
49,14.891,286
50,15.903,286
51,15.896,286
52,15.891,286
53,16.903,286
54,16.896,286
55,16.891,286
56,17.903,286
57,17.896,286
58,17.891,286
59,18.903,286
60,18.896,286
61,18.891,286
62,19.903,286
63,19.896,286
64,19.891,286
65,20.903,286
66,20.896,286
67,20.891,286
68,21.903,286
69,21.896,286
70,21.891,286
71,22.903,286
72,22.896,286
73,22.891,286
74,23.903,286
75,23.896,286
76,23.891,286
77,24.903,286
78,24.896,286
79,24.891,286
80,25.903,286
81,25.896,286
82,25.891,286
83,26.903,286
84,26.896,286
85,26.891,286
86,27.903,286
87,27.896,286
88,27.891,286
89,28.903,286
90,28.896,286
91,28.891,286
92,29.903,286
93,29.896,286
94,29.891,286
95,30.903,286
96,30.896,286
97,30.891,286
98,31.903,286
99,31.896,286
100,31.891,286
101,32.903,286
102,32.896,286
103,32.891,286
104,33.903,286
105,33.896,286
106,33.891,286
107,34.903,286
108,34.896,286
109,34.891,286
110,35.903,286
111,35.896,286
112,35.891,286
113,36.903,286
114,36.896,286
115,36.891,286
116,37.903,286
117,37.896,286
118,37.891,286
119,38.903,286
120,38.896,286
121,38.891,286
122,39.903,286
123,39.896,286
124,39.891,286
125,40.903,286
126,40.896,286
127,40.891,286
128,41.903,286
129,41.896,286
130,41.891,286
131,42.903,286
132,42.896,286
133,42.891,286
134,43.903,286
135,43.896,286
136,43.891,286
137,44.903,286
138,44.896,286
139,44.891,286
140,45.903,286
141,45.896,286
142,45.891,286
143,46.903,286
144,46.896,286
145,46.891,286
146,47.903,286
147,47.896,286
148,47.891,286
149,48.903,286
150,48.896,286
151,48.891,286
152,49.903,286
153,49.896,286
154,49.891,286
155,50.903,286
156,50.896,286
157,50.891,286
158,51.903,286
159,51.896,286
160,51.891,286
161,52.903,286
162,52.896,286
163,52.891,286
164,53.903,286
165,53.896,286
166,53.891,286
167,54.903,286
168,54.896,286
169,54.891,286
170,55.903,286
171,55.896,286
172,55.891,286
173,56.903,286
174,56.896,286
175,56.891,286
176,57.903,286
177,57.896,286
178,57.891,286
179,58.903,286
180,58.896,286
181,58.891,286
182,59.903,286
183,59.896,286
184,59.891,286
185,60.903,286
186,60.896,286
187,60.891,286
188,61.903,286
189,61.896,286
190,61.891,286
191,62.903,286
192,62.896,286
193,62.891,286
194,63.903,286
195,63.896,286
196,63.891,286
197,64.903,286
198,64.896,286
199,64.891,286
200,65.903,286
